BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«Hieren al presidente yemení en un atentado». Los Tiempos.com. Cochabamba: lostiempos.com, 2011-06-04.		Los Tiempos.com	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Bolivia	Andina			Un ayudante del presidente que pidió el anonimato dijo a Efe que Saleh sufrió heridas leves en la parte posterior de la cabeza por las esquirlas de un proyectil que alcanzó una mezquita en el interior del complejo presidencial.
Colautti, Sergio G.: «Lectura de "Blanco nocturno", de Ricardo Piglia». Letralia. Cagua: letralia.com, 2011-07-18.	Colautti, Sergio G.	Letralia	2011	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Venezuela	Caribe continental		Periodicidad: quincenal	Por eso Piglia llena ese vacío con fragmentos, esquirlas, retazos de textos de la literatura universal y nacional, de discursos sociales anteriores e incluso posteriores a la historicidad del relato (principios de los setenta).
Cedillo, Juan: «Estalla granada a menores en NL tras choque de Ejército y sicarios». El Universal.mx. México D. F.: eluniversal.com.mx, 2011-01-23.	Cedillo, Juan	El Universal.mx	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	México	México y Centroamérica			MONTERREY, NL.- Tres adolescentes de 13 años resultaron con múltiples heridas de esquirlas, tras estallarles una granada de mano que se encontraron en un parque donde unas horas antes se registró un enfrentamiento entre militares y un grupo de hombres armados que viajaban a bordo de una camioneta Chevrolet, en la colonia Cumbres, Quinto Sector, ubicada al poniente de la ciudad.
«Crece la tensión en la frontera entre Israel y Gaza: atentado, represalia y dos muertos». Clarín.com. Buenos Aires: clarin.com, 2011-04-07.		Clarín.com	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata	Noticia		y un joven voluntario que ayuda a los niños de la escuela primaria a subir y bajar del vehículo. Cinco minutos antes habían terminado de repartir a los alumnos y sólo quedaban en el micro el chofer, que resultó herido, y el joven de 16 años que se debate entre la vida y la muerte con esquirlas en la cabeza y el cuerpo.
Fahim, Kareem ; Rosenberg, Mirta, tr.: «Khadafy, excéntrico hasta el fin». Lanacion.com. Buenos Aires: lanacion.com.ar, 2011-10-23.	Fahim, Kareem ; Rosenberg, Mirta, tr.	Lanacion.com	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata			Había unos pocos guardias presentes, pero sólo hablaron entre ellos. Dhao dijo que sus captores lo habían tratado bien y que le habían enviado médicos para que le curaran las heridas que había sufrido antes de su captura, producidas por esquirlas en un ojo, en la espalda y en el brazo izquierdo.
«'¡Es plata, guevón!, gritó mi teniente'». El Tiempo. Bogotá: eltiempo.com, 2011-01-28.		El Tiempo	2011	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Colombia	Caribe continental	Noticia		los cuatro 'lanzas' cavaban con palas. Teníamos sospechas de que en ese sitio podía haber caletas de armas o guerrilleros enterrados en fosas comunes, pero también teníamos temor de que hubiera minas porque el día anterior mi sargento pisó un cordón detonante y explotó una. El hombre estuvo de buenas porque apenas lo alcanzaron unas esquirlas en la pierna. Nada grave.
«Guerra contra el crimen / Policías y ladrones». El Tiempo. Bogotá: eltiempo.com, 2011-01-28.		El Tiempo	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental	Reportaje		Con una herida mortal en la cabeza, el patrullero Víctor Manuel Chía logró auxiliar a varios heridos que dejó el carro bomba detonado el 24 de marzo de 2010 en el centro de Buenaventura. El uniformado, que murió a los 27 años, recibió una esquirla que le produjo un trauma craneoencefálico severo y un infarto cerebral. Se desplomó ayudando heridos y nunca despertó.
Vásquez, Ivonne: «Niño arrollado sigue en la UCI del hospital Bloom». El Salvador.com. San Salvador: elsalvador.com, 2011-08-08.	Vásquez, Ivonne	El Salvador.com	2011	Primera edición	No ficción	Escrito	Prensa	Salud	El Salvador	México y Centroamérica	Noticia	El texto fuente contiene citas ajenas al autor.	Por otra parte, aunque no hubo quemados, la semana pasada ingresaron menores que fueron lesionados por esquirlas. "Según la versión con la que se cuenta, llegaron unos sujetos a disparar a una colonia de San Salvador y los niños iban pasando con sus familiares cuando resultaron lesionados", dijo Herrera. Los niños llegaron el 5 de agosto al Bloom.
Dubatti, Jorge: «Mario Diament, entre H. Arendt, Borges y Lou Andreas-Salomé». Artez. Bilbao: artezblai.com/artez, 2011-08.	Dubatti, Jorge	Artez	2011	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata	Opinión	Periodicidad: mensual	intervalo de casi diez años, donde el periodismo absorbió gran parte de mi tiempo y mi energía, es una obra de transición hacia un teatro más realista, que arranca con El libro de Ruth y continúa hasta Un informe sobre la banalidad del amor. En estas últimas obras, en particular en Ruth y en Esquirlas, hay un juego con el tiempo que, de alguna manera, me devuelve a la época de mi fascinación con Priestley".
Cáceres, Pedro: «Caza. En el Parque Natural de Cazorla». El Mundo.es. Madrid: elmundo.es, 2011-02-17.	Cáceres, Pedro	El Mundo.es	2011	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España				A diferencia del plomo, el cobre no envenena a las aves y en la Fundación Gypaetus esperan que, si el uso de la nueva munición se extiende, se puedan evitar muertes como las ocurridas en los últimos años, en los que se han perdido dos jóvenes ejemplares de quebrantahuesos al intoxicarse con las esquirlas de plomo que habían quedado en las carroñas que comieron.
«El atentado de Moscú deja en entredicho la seguridad rusa». Público.es. Madrid: publico.es, 2011-01-25.		Público.es	2011	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				El atentado se produjo este lunes a las 16.32, hora local (14.32, hora peninsular) en una de las salas de la zona de llegada de los vuelos internacionales e internos del aeropuerto Domodedovo. Según los datos preliminares, el artefacto con esquirlas tenía una potencia equivalente a más de cinco kilogramos de trilita.
Puga, Mariela: Litigio y cambio social en Argentina y Colombia. Buenos Aires: CLACSO, 2012.	Puga, Mariela	Litigio y cambio social en Argentina y Colombia	2012	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	Argentina	Río de la Plata			Se reclamó también ante los tribunales de justicia las fallas crecientes de las instituciones sociales básicas en educación, salud, previsión social, ambiente, vivienda, etc. Varios de esos litigios constituyen un punto de inflexión para el proyecto político inclusionista, y en particular, para sus potencialidades defensivas frente a las esquirlas de las políticas neoliberales.
Oyola, Leonardo: Hacé que la noche venga. Buenos Aires: Random House Mondadori, 2012.	Oyola, Leonardo	Hacé que la noche venga	2012	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Villegas se desplomó sobre el suelo. De ahí lo levantaron por los tobillos para furiosamente golpear con su espalda una de las paredes. Llovieron esquirlas de polvo y revoque. Yo me puse de pie pero quedé petrificado. Mi parálisis involuntaria sirvió para que olfateara y escuchara a esa oscuridad; mientras el pobre pibe la saboreaba y la tocaba. Esa oscuridad, que salía a pasear por las calles de Palermo, por arriba y por debajo de la avenida Santa Fe,
Maldonado, Tryno: Teoría de las catástrofes. México D. F.: Alfaguara, 2012.	Maldonado, Tryno	Teoría de las catástrofes	2012	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		atrás. Estaba sentada en flor de loto con la falda desgarrada, bamboleándose como embrutecida o soñolienta. Las rodillas en carne viva, las calcetas ensangrentadas, sin zapatos. En su cabeza brillaba una plasta negra como un grumo de alquitrán que le resbalaba por la frente. Los brazos, cara y piernas remachadas de esquirlas. Un hombre le hablaba, pero ella mantenía la vista fija en el vacío, extraviada en el trance. El hombre le puso una mano sobre la frente para aplacar el sangrado sin saber qué mejor hacer. Del grupo de estudiantes era la menos dañada. A un metro de ella, uno de sus compañeros
Murga, Rebeca: Los aprendices. Madrid: Atmósfera Literaria, 2012.	Murga, Rebeca	Los aprendices	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		¡Si él hubiera conocido de indicios y huellas digitales! O de marcas que se graban al contacto de los cuerpos, digamos una bota que golpea con furia la tierra, un diente que cae o una mano sangrienta que se posa en el pico de una botella. De esquirlas de huesos y restos de un instrumento de tortura. De pelos y parásitos. Si hubiera comprendido que existen esas marcas como fotos.
López, Alejandro José: Nadie es eterno. Medellín: Sílaba Editores, 2012.	López, Alejandro José	Nadie es eterno	2012	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		Todo está listo menos yo. Cómo le cuento a don Armando esto. Limpio el reguero de sangre con la hojarasca de los chiminangos y después sacudo las esquirlas de vidrio que quedaron sobre el capó. Ahora está completamente libre el lugar del parabrisas; así se nota menos. Estoy pensando que el Cholo me puede ayudar a deshacerme del encarte que llevo; sí, ése es el tipo que necesito. Prendo la camioneta y sigo adelante para entregar el encargo en
Boone, Luis Jorge: «El ventanal». Largas filas de gente rara. México D. F.: Fondo de Cultura Económica, 2012.	Boone, Luis Jorge	Largas filas de gente rara	2012	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción		Imagina que dentro de poco yacerá ahí seis o siete horas, indefenso, dando la espalda a la ventana, cubierto apenas por una sábana y aún así el sudor lo empapará; cambiará de posición debido a sueños intranquilos, dejará el cuello sin protección, expondrá los puntos claves de su cuerpo donde una esquirla de vidrio, una bala perdida o un objeto contundente causarían heridas mortales por necesidad. Quizá por eso cada noche retrasa su hora de dormir. Si tarde o temprano habrá de suceder, él prefiere que sea lo más tarde posible. No le resulta alentador descansar sobre una bomba, acostarse bajo un péndulo que lo
Echevarría, Ahmel: Días de Entrenamiento. Cuba: Ediciones inCUBAdora, 2015.	Echevarría, Ahmel	Días de Entrenamiento	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		seno amputado—. Una fría y húmeda mañana de febrero cizallada por el obturador de la cámara de Grethel —La Habana vista desde los muros de la fortaleza de San Carlos de La Cabaña. El cielo está cargado y bajo, a ras de la ciudad, las olas rompen contra el largo muro del malecón y las esquirlas de mar desdibujan esa lengua de arrecife y concreto que se encaja en el mar: La Punta—. La última imagen que vi fue la foto de Grethel hecha por Orlando L. en mi apartamento.
Echevarría, Ahmel: Días de Entrenamiento. Cuba: Ediciones inCUBAdora, 2015.	Echevarría, Ahmel	Días de Entrenamiento	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		el mío, el de Santiago Feliú o el del propio Edvard Munch. Era un cuadro sencillo. En las reproducciones que yo había visto podía advertir los miedos, el tormento, la soledad, los fantasmas que debían estar persiguiendo y aguijoneando al personaje del cuadro tal como si fuera yo quien los padeciera. Eran esquirlas afiladas. Bastaba acercar los dedos. Las esquirlas no atravesaban únicamente al hombrecito del puente, sino también al propio Munch. O a un Elvis obeso y de frágiles tobillos. Un Elvis que no puede tocar la guitarra con la elegancia y la destreza de siempre porque la obesidad se lo impide. No
Echevarría, Ahmel: Días de Entrenamiento. Cuba: Ediciones inCUBAdora, 2015.	Echevarría, Ahmel	Días de Entrenamiento	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		l propio Edvard Munch. Era un cuadro sencillo. En las reproducciones que yo había visto podía advertir los miedos, el tormento, la soledad, los fantasmas que debían estar persiguiendo y aguijoneando al personaje del cuadro tal como si fuera yo quien los padeciera. Eran esquirlas afiladas. Bastaba acercar los dedos. Las esquirlas no atravesaban únicamente al hombrecito del puente, sino también al propio Munch. O a un Elvis obeso y de frágiles tobillos. Un Elvis que no puede tocar la guitarra con la elegancia y la destreza de siempre porque la obesidad se lo impide. No puede sino cargar la guitarra a un costado sabiendo
Echevarría, Ahmel: Días de Entrenamiento. Cuba: Ediciones inCUBAdora, 2015.	Echevarría, Ahmel	Días de Entrenamiento	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		notas en un pequeño bloc, en la última foto mira hacia un lugar muy distante de la habitación de paredes blancas donde transcurre su convalecencia. ¿Mirará hacia algún puente? Sus ojitos cansados pueden delatarlo. La impresión de las fotos no es buena, pero acerco mi mano y siento los bordes afilados de las esquirlas que gravitan alrededor del viejo Presidente.
Echevarría, Ahmel: Días de Entrenamiento. Cuba: Ediciones inCUBAdora, 2015.	Echevarría, Ahmel	Días de Entrenamiento	2012	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		Pegué el índice en el claro que hice luego de frotar sobre uno de los lamparones de barro, y Grethel —o la imagen de Grethel mostrada por La Sucia Caja de Cristal— abrió los ojos. Negros, grandes. Húmedos. Vi dos esquirlas rodar en sus mejillas. Puse entonces mi mano abierta en la pared de La Caja y Grethel extendió su brazo. Creí sentir una oleada tibia. Leve. Era el leve calor de su mano en la mía. Suavemente puse mi otra mano. Miré a Grethel. Sonreía. Decidí hacer un claro más grande y
Sánchez Otero, Germán: ABRIL SIN CENSURA. GOLPE DE ESTADO EN VENEZUELA. MEMORIAS. República Bolivariana de Venezuela: Correo del Orinoco, 2012.	Sánchez Otero, Germán	ABRIL SIN CENSURA. GOLPE DE ESTADO EN VENEZUELA. MEMORIAS	2012	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	Cuba	Antillas	Crónica		Palacio Blanco, frente a Miraflores. Unas horas más tarde, Edgar supo en el hospital que una de las balas llamadas dum-dum, que estallan dentro del cuerpo y expulsan allí todas las placas del plomo, le había pulverizado el húmero —ese hueso grande que conecta el brazo con el hombro. Una de las esquirlas del proyectil salió por la espalda, y otra, del tamaño de una uña, le perforó el tejido que recubre el pulmón izquierdo y se le quedó pegada en un músculo muy cerca del corazón.
Meruane, Lina: Sangre en el ojo. Santiago de Chile: Penguin Random House Grupo Editorial, 2016.	Meruane, Lina	Sangre en el ojo	2012	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		me vi de pronto pensando en la insoportable vigilia de los vecinos, imaginando que apagarían las luces después de meterse tapones resecos en los oídos; con tanta fuerza los empujarían que la silicona acabaría por estallar. Pensé que hubiera preferido ser yo la de los tapones reventados, yo la de los tímpanos trepanados por sus esquirlas. Hubiera querido ser la vieja que se pone firmemente el antifaz sobre los párpados para volver a quitárselo y prender la luz. Lo deseaba porque mi mano todavía suspendida no encontraba nada. Solo risotadas alcohólicas atravesando las paredes y salpicándome con su saliva. Solo la estridente voz de Manuela que continuaba diciendo por
Meruane, Lina: Sangre en el ojo. Santiago de Chile: Penguin Random House Grupo Editorial, 2016.	Meruane, Lina	Sangre en el ojo	2012	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		que va a decirme. Sé que él es, a su manera, un sobreviviente. Que muchos como él se fueron llenando de ganglios, de llagas inexplicables, que algunos se volvieron locos o se fueron quedando ciegos antes de hundirse en el estigma. Ese estigma me había rozado, me había dejado una esquirla, alguien, alguna vez, hacía quizás una década, me había dicho que su diagnóstico de sida era lo más cercano que conocía a tener diabetes, ese alguien se identificaba conmigo, y luego el alguien había empezado a morirse por los ojos. La última vez que lo vi estaba ciego. Solo quedamos
Meruane, Lina: Sangre en el ojo. Santiago de Chile: Penguin Random House Grupo Editorial, 2016.	Meruane, Lina	Sangre en el ojo	2012	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		en los edificios menos visibles de las calles contiguas lo que queda son los agujeros de las metralletas que dispararon los francotiradores apostados en los techos aledaños. ¿Por? No estoy segura, me oí contestar. Tengo el pasado amontona do en los ojos, le dije. Y le dije también que estaba pensando en las esquirlas del golpe, tantas esquirlas carcomiendo el hormigón con su ácido. Y pensé también, pero esto ya no se lo dije, que esos muros lo habían presenciado todo pero estaban ahora vendados por una gruesa capa de hollín que se desprendía, apenas, cada muchos años, durante los terremotos.
Meruane, Lina: Sangre en el ojo. Santiago de Chile: Penguin Random House Grupo Editorial, 2016.	Meruane, Lina	Sangre en el ojo	2012	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		las calles contiguas lo que queda son los agujeros de las metralletas que dispararon los francotiradores apostados en los techos aledaños. ¿Por? No estoy segura, me oí contestar. Tengo el pasado amontona do en los ojos, le dije. Y le dije también que estaba pensando en las esquirlas del golpe, tantas esquirlas carcomiendo el hormigón con su ácido. Y pensé también, pero esto ya no se lo dije, que esos muros lo habían presenciado todo pero estaban ahora vendados por una gruesa capa de hollín que se desprendía, apenas, cada muchos años, durante los terremotos.
Rodríguez Soria, Antonio José: Fresy Cool. Barcelona: Random House Mondadori, 2012.	Rodríguez Soria, Antonio José	Fresy Cool	2012	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		En aquellas tardes rodeados de Trans hablando de sentimientos; dotados de una voz que podría derribar elefantes en la cuneta de una carretera. Aquellos coños que piensan en agrietarse como movimientos sísmicos. Coños que piden a gritos ser ensalivados. Coños que desean ser detonados y estallados en esquirlas de carne que chorrea coágulos. Olimpiadas; salto de altura: conocer dónde quieres situar tu listón. Lo chic, la ropa usada. El tatuaje. ¿A qué se dedica toda esta gente? Artistas del láser, ex convictos, copywriters, drogadictos, pornógrafos, personal shopper, oligofrénicos. Profesionales. No
Rodríguez Soria, Antonio José: Fresy Cool. Barcelona: Random House Mondadori, 2012.	Rodríguez Soria, Antonio José	Fresy Cool	2012	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		café ardiendo con cubos de hielo desechos, líquido indetectable por Florencia ante la ausencia de luz, y el cual se ve obligado a consumir para soportar las chooorradas de gente como Florencia, piensa, sobre la cabeza de la amiga de la Font, y luego arroja el vaso hacia atrás y revienta contra el suelo en esquirlas de vidrio y se larga a la dance floor a mover la pelvis en el trasero de su mujer. Como si nada.
Zanón, Carlos: No llames a casa. Barcelona: RBA, 2012.	Zanón, Carlos	No llames a casa	2012	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		. Hasta piensa en abandonarle, pero no, no ha de cegarse hasta ese extremo. Una lección, una buena tunda de palos bastará. Llega hasta una explanada. Charcos de barro aquí y allá. La lluvia otra vez. Da la vuelta, los neumáticos giran en el agua sucia, manchando de esquirlas los bajos del BMW. Ahí enfrente están esos hijos de puta dándole una paliza a Cristian. Esperaría aún unos momentos. Nada. Menos que nada. Lo suficiente como para que dejaran a Cristian la cara como un mapa. Y en segundo lugar, con la esperanza de que abandonen la maleza y bajen
Gutiérrez, Pablo: Democracia. Barcelona: Seix Barral, 2012.	Gutiérrez, Pablo	Democracia	2012	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Marco debería sentirse orgulloso, de algún modo participó en un acontecimiento formidable, hito histórico, caos apocalíptico, devastador episodio y todos esos adjetivos tan bien escogidos que los periódicos engruesan en sus papillas; orgulloso de ser un fragmento infinitesimal del gran estallido, una esquirla de intrahistoria en el mitológico combate entre Economía y Humanidad. Sólo un imbécil sin perspectivas se dejaría llevar por el resentimiento en lugar de agradecer a los dioses de las finanzas su cuota en la peripecia celestial; pero Marco, tan ingrato, es incapaz de apreciar la valiosa ofrenda, por más que busca dentro de sí no encuentra otra cosa
«Luto en la Policía por muerte de uniformado». El Mundo.com. Medellín: elmundo.com, 2012-03-01.		El Mundo.com	2012	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental			"Los otros heridos, que son un subintendente, dos patrulleros y tres auxiliares de Policía ya se recuperan en centros hospitalarios de Medellín. Presentan esquirlas y ya se encuentran fuera de peligro", agregó el alto oficial.
De León, Pablo: «Righi bajo fuego amigo, Moreno al PJ y Ciccone recuperada». Clarín.com. Buenos Aires: clarin.com, 2012-04-10.	De León, Pablo	Clarín.com	2012	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata			En el gobierno bonaerense intentan esquivar las esquirlas del momento mostrando hiperactividad con la atención a los municipios víctimas del temporal. Pero saben que la pelea con Boldt seguirá enarbolada en la Legislatura bonaerense, de la mano de José Ottavis y Gabriel Mariotto. Y de Amado Boudou.
Cabrera, Javier: «Delicado, menor baleado por policía». El Universal.mx. México D. F.: eluniversal.com.mx, 2012-07-09.	Cabrera, Javier	El Universal.mx	2012	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	México	México y Centroamérica	Noticia		De acuerdo con la averiguación previa abierta, sólo Efraín "N", de 17 años, fue dado de alta, luego de ser atendido de una lesión en sedal por esquirlas en una mano.
Fernández Moreno, Inés: El cielo no existe. Buenos Aires: Alfaguara, 2013.	Fernández Moreno, Inés	El cielo no existe	2013	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		concha de tu madre, me diste hijo de puta"— y se retuerce en el piso: es el Cuatro que por lo tanto no está muerto, y tampoco ella que, ovillada contra el piso, junto a otros cuerpos, ve todas sus cosas desparramadas y el tobillo que le sangra donde algún objeto punzante, como una esquirla, ha venido a pegarle; "¿La ayudo, señora? ", interviene ahora otra voz, es el mendigo, muy cerca de ella, que se arrastra gateando de una manera cómica para el dramatismo de la escena, y le alcanza su cuaderno de apuntes, el peine, los anteojos, la
Solarich, Iván: El vuelo. www.dramaturgiauruguaya.gub.uy: dramaturgiauruguaya.gub.uy, 2013.	Solarich, Iván	El vuelo	2013	Primera edición	Ficción	Escrito	Libro	Teatro	Uruguay	Río de la Plata	Ficción		Cuando quizás ni siquiera existe Dios, ni culpa ni mentira. Apenas solo fragmentos, esquirlas, retazos de realidad. Porque quizás todo lo que vemos y oímos, lo que sabemos, no sean más que fragmentos, esquirlas y retazos. Pero además de una sola versión: la nuestra. De un solo vuelo: el nuestro. De una misma noche: la nuestra.
Solarich, Iván: El vuelo. www.dramaturgiauruguaya.gub.uy: dramaturgiauruguaya.gub.uy, 2013.	Solarich, Iván	El vuelo	2013	Primera edición	Ficción	Escrito	Libro	Teatro	Uruguay	Río de la Plata	Ficción		Cuando quizás ni siquiera existe Dios, ni culpa ni mentira. Apenas solo fragmentos, esquirlas, retazos de realidad. Porque quizás todo lo que vemos y oímos, lo que sabemos, no sean más que fragmentos, esquirlas y retazos. Pero además de una sola versión: la nuestra. De un solo vuelo: el nuestro. De una misma noche: la nuestra.
Curiel Rivera, Adrián: Blanco Trópico. México D. F.: Alfaguara, 2014.	Curiel Rivera, Adrián	Blanco Trópico	2013	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		pasada a una de esas típicas señoras de camioneta que pululan por estos pagos. Estaba distraída chachareando por su móvil cuando vio cómo la locomotora pasaba frente a ella y seccionaba el motor como una rebanada de pastel. Un hueco se abrió a milímetros de sus zapatos de tacón, por donde quedó cubierta de polvo, cascajillo, esquirlas y aceites, sin mayores daños. No hubo fuego, sólo humo denso. Tuvo que colgar.
Tola Pedraglio, Raúl: Flores amarillas. Lima: Alfaguara, 2013.	Tola Pedraglio, Raúl	Flores amarillas	2013	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		Las balas pasaron muy cerca y arrancaron esquirlas del muro. Amanecía en Brunate, y los disparos, ladridos y silbatazos retumbaron en las angostas calles del pueblo y despertaron a todos, pero nadie se asomó a su portal. Albano Versaglio corría con desesperación, sin volver la vista, consciente de que sus perseguidores estaban cada vez más cerca.
Hopenhayn, Silvia: ¿Lo leíste?. Ciudad de Buenos Aires: Alfaguara, 2013.	Hopenhayn, Silvia	¿Lo leíste?	2013	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata	Crítica	El texto contiene citas ajenas al autor. La mayoría de los artículos reproducidos en este libro fueron publicados originalmente en el diario La Nación. El capítulo "El año de Bolaño" agrega al final: "Publicado en la revista Quid, en mayo de 2013."	En este caso se trata de una historia de amor, pero "de amor a última vista", en un país que desmiente su tragedia mediante canciones alegres. Nicole y Jota son los protagonistas de este viaje por Serbia. Un viaje que no sólo permite vislumbrar en la ciudad las esquirlas de la guerra de Bosnia, el despropósito de una división, el bombardeo de una cultura riquísima y gozosa (una guerra que duró tres años, tuvo cien mil muertos, constó de una "limpieza étnica" y múltiples abusos y violaciones de mujeres). Se trata, como dice la narradora, de "un viaje
Leyton Arias, Erik: «Como la lluvia en el lago». Lamus Obregón, Marina (comp.): Dramaturgia colombiana contemporánea: Antología II. México D.F.: Toma, Ediciones y Producciones Escénicas y Cinematográficas: Paso de Gato, 2013.	Lamus Obregón, Marina (comp.)	Dramaturgia colombiana contemporánea: Antología II	2013	Primera edición	Ficción	Escrito	Libro	Teatro	Colombia	Caribe continental	Ficción		En general se trata de un crimen como todos, un asesino móvil que se dio a la fuga inmediatamente, elección de una calle poco transitada, víctima viajando en su automóvil de dotación, ataque certero, un reguero de esquirlas en el tapete, en las sillas, en el cuerpo, en la guantera, en el tablero, en los bolsillos, en el cerebro, sangre fría, un cazador experimentado...
Dovalpage, Teresa: Orfeo en el Caribe. Madrid: Atmósfera Literaria, 2013.	Dovalpage, Teresa	Orfeo en el Caribe	2013	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas	Ficción		Se cae el cielo, desbaratándose en esquirlas líquidas. Los edificios crujen apachurrados por los brazos del ventarrón. La tormenta magnetiza la atmósfera y la deja cargada de electricidad e inundada de olores penetrantes. Huele a tierra mojada, a flores húmedas, a índigo, a ozono, a mar. Es un aroma fuerte y pegajoso que se mete por la nariz
García, L. Jacinto: Una historia comestible. Homínidos, cocina, cultura y ecología. Gijón: Ediciones Trea, 2013.	García, L. Jacinto	Una historia comestible. Homínidos, cocina, cultura y ecología	2013	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España		Divulgación		las marcas de los dientes. Aunque no siempre, pues algunas familias de hienas, como las hienas manchadas, actúan como si fueran trituradoras y no dejan hueso entero. Sus potentes mandíbulas son capaces de fracturar las cañas de los grandes huesos para comerse la grasa del tuétano, reduciéndolos a un montón de esquirlas. También es capaz de romper huesos robustos un tipo de buitre, cuyo nombre seguro que ya habrán adivinado: el quebrantahuesos. Esta gran ave necrófaga emplea una ingeniosa técnica para conseguirlo: en su alto vuelo deja caer los huesos ─con notable precisión y puntería─ para que se estrellen sobre las rocas. Y
García, L. Jacinto: Una historia comestible. Homínidos, cocina, cultura y ecología. Gijón: Ediciones Trea, 2013.	García, L. Jacinto	Una historia comestible. Homínidos, cocina, cultura y ecología	2013	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España		Divulgación		y actúan a la manera de una «lata de conserva» actual. Se necesitan unas potentes mandíbulas para romperlos y acceder al tuétano, como las que tienen las hienas, en especial las hienas manchadas (consumadas carroñeras, a la vez que temibles cazadoras en grupo) que no dejan hueso entero, solo un montón de esquirlas.
García, L. Jacinto: Una historia comestible. Homínidos, cocina, cultura y ecología. Gijón: Ediciones Trea, 2013.	García, L. Jacinto	Una historia comestible. Homínidos, cocina, cultura y ecología	2013	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España		Divulgación		cromañones. El frío les perseguía y había que protegerse lo mejor posible. Como resultado consiguieron confeccionar ropas de notable hechura y mayor abrigo, aunque para ello antes tuvieron que mejorar los cortes de las pieles (de manera que se ajustaran mejor al cuerpo) y los cosidos que, por cierto, realizaban con agujas hechas de esquirlas de hueso (como hilo empleaban los tendones). Al igual que ocurre con las modernas expediciones que intentan atravesar los polos, en que una buena parte del éxito estriba en contar con las mejores y más avanzadas ropas de abrigo, la propagación de los cromañones por todos los continentes durante la última glaciación (en especial por
