BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		, creen ver a mi madre tejiendo una blusa, en una atmósfera de cuadro de Vermeer que recuerda a su célebre hilandera. Sólo yo sé que al momento de la fotografía, y esto fue medrando el año de 1955, mi madre cosía espejos rotos como si pegara pedazos de un retrato de grupo, las esquirlas de una historia familiar.
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		cierto, como algo que habita entre el largo paréntesis de las dudas que me asaltan, es que durante toda la bendita noche de una conversación cuya escenografía estaba llena de espejos y tridentes, de entes y videntes, estuve repitiendo a cada rato la última frase que esgrimió como un estilete el díscolo Fabricio. Era una esquirla salida de los pérfidos labios de un tal Karl Krauss: «el diablo es optimista si cree que puede hacer peor a los hombres». Y como el demonio ama las artimañas, hay quien dice que inventó el espejo y los antifaces y que si las máscaras de madera blanda se pudren rápidamente en las zonas tropicales,
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		rumorosos estantes. Tal vez me hubiera creído, pensaba muchos años después, si le hubiera recordado desde la tragedia la importancia de bailar, citándole una frase reconciliatoria del gran huésped rumano de sí mismo, y Fabricio debía saber cuál era ese filósofo del que yo guardaba en mi diario un buen arsenal de sus esquirlas de luz: «no olvidéis saborear vuestra caída sublimándola en un pase de baile». Ajeno al llamado de la tribu y al vértigo de la danza, mi hermano seguía olisqueando libros, que era su manera de estar en otra parte.
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		Los que encontraban esquirlas de espejos en los basurales o en los cementerios de automóviles, en las chatarrerías que visitaban no sé con qué intenciones una muchacha que no podía vivir sin el ángel de la música, una muchacha que se llamaba Mariela y un poeta venido de los cafetales cubanos de Angerona y de Artemisa en donde fue lector de tabaquería
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		no podía vivir sin el ángel de la música, una muchacha que se llamaba Mariela y un poeta venido de los cafetales cubanos de Angerona y de Artemisa en donde fue lector de tabaquería -los dos eran los acuciosos editores de un curioso semanario llamado La Sangrada Escritura-, hacían su festejo. Los que encontraban esas esquirlas, digo, se comportaban como si hubieran recogido partículas de estrellas: las atesoraban, las guardaban en estuches de terciopelo o de gamuza como si fueran talismanes rezados por un jaibaná o muñecas envueltas en pañuelos de colorines por una sacerdotisa vudú. Y hasta hubo quienes intentaron enriquecerse con el tráfico de subrepticias reliquias que en
Roca, Juan Manuel: Esa maldita costumbre de morir. Bogotá: Alfaguara, 2003.	Roca, Juan Manuel	Esa maldita costumbre de morir	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		Primeramente, todo ciudadano (a) al que se encuentre en posesión de algún espejo, metal bruñido o vidrio que no sea antirreflectivo, todo ciudadanito (ita) de cualquier edad al que se sorprenda expendiendo esquirlas de cristal, todo músico de viento que se exceda en frotar para quitarle opacidad a los trombones, las trompetas, las tubas, los oboes, los saxos, las flautas, las cornetas y los cornetines, las trompas, los bombardinos, los bugles y los más variopintos instrumentos de embocadura, será multado,
Prieto, Beverly: Arauca: zona roja. Barranquilla: Editorial Antillas, 2003.	Prieto, Beverly	Arauca: zona roja	2003	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		historias de los viejos del parque, que a punta de sol, azadón y caballo, habían sacado adelante generaciones enteras de hijos, hijas, nietos, nietas y hasta bisnietos y bisnietas, que hoy veían aquel trabajo, que tanto enorgullecía a sus ancestros, como oficio de ignorantes. Sin embargo, disfrutaban de alguna esquirla de abundancia que se negaban a dejar, como la finca del abuelo, o la casona de campo de la tía, a donde iba la juventud los fines de semana, para pasar el guayabo de la rumba en La Campechana o algún otro lugar nocturno.
Benavides, Jorge Eduardo: El año que rompí contigo. Madrid: Alfaguara, 2003.	Benavides, Jorge Eduardo	El año que rompí contigo	2003	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		y un poco a la sombra, qué suerte, y se sentó a esperar que la atendieran, mirando el ajetreo de la avenida Larco: Miraflores, ciudad heroica y turística, lo primero por la guerra del 79, claro, pero también por las bombas y los atentados que han agrietado su rostro con las esquirlas del miedo; lo segundo quién sabe por qué, si precisamente a causa de las bombas y los atentados ya casi no se ven turistas, salvo los que circulan en sus buses lujosos y de destellos metálicos, gringos esponjosos y rosados, con sus ridículos pantalones cortos y las cámaras al cuello, respirando un
Mariátegui, Gonzalo: La virtud de Alexandra. Lima: FIMART, 2003.	Mariátegui, Gonzalo	La virtud de Alexandra	2003	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		velatorio. Instantes después los enormes espejos que revestían las paredes y techo del salón empezaron a reventar en una ensordecedora sucesión que parecía interminable, dejando al desnudo las ásperas y grises superficies. Los dorados cristales quedaron hecho polvo y en el piso de la enorme sala no hubo un lugar que no estuviera cubierto de esquirlas. ¿Acaso estas ocurrencias eran muestras de dolor que la mansión rendía a su amo o quizás tan sólo constituían una inoportuna coincidencia?
Romano, Rubén E.: «CAMILA». 22 Cuentos fantásticos. De la ciudad, la oficina y el campo. Asunción: Dervish, 2003.	Romano, Rubén E.	22 Cuentos fantásticos. De la ciudad, la oficina y el campo	2003	Primera edición	Ficción	Escrito	Libro	Relato	Paraguay	Río de la Plata	Ficción		Y tenía razón. El cuenta que todo fue muy rápido, y que en no más de veinte minutos, quienes lo custodiaban se habían rendido. Recuerda que una madrugada lo despertaron el estruendo de los obuses y el tableteo de las ametralladoras. Algunas balas sacaron esquirlas del brocal y el humo tapó las pocas estrellas que aún quedaban en el cielo. Luego no se escuchó más nada, pero aún, en el fondo del aljibe, él seguía cubriéndose la cabeza con sus brazos. Y así, acurrucado, sintió el ruido de la roldana pero no se movió.
Machado, Jose: Grillo. Madrid: Ediciones Lengua de Trapo, 2003.	Machado, Jose	Grillo	2003	Fecha de estreno	Ficción	Escrito	Libro	Novela	España		Ficción		de mi deber. Después toda esa ilusión se vino abajo. Pero hasta entonces fue algo glorioso... Un momento breve pero preñado de detalles: el mundo colapsado y comprimido en el estruendo de la detonación; el violento oleaje en el Mar de La Culpa, cruzado a velocidad impensable por pequeños trozos de masa encefálica como esquirlas de conocimiento adheridas al entelado de las paredes; la muerte entrando al galope en el salón a lomos de un enorme caballo, tenso y exhausto, para llevárselo junto con todos nuestros fantasmas; su potencia simbólica; su riqueza poética; su inaguantable intensidad emocional; su manierismo metaliterario... Todo a un mismo
Royuela, Fernando: La pasión según las fieras. Madrid: Alfaguara, 2003.	Royuela, Fernando	La pasión según las fieras	2003	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		sangre como indagando el alimento. Aquella noche, el calor no le dejó dormir y sólo con el primer soplo del alba pudo vencer a la vigilia. Fue entonces cuando soñó que un pájaro de fuego prendía los contornos de las nubes hasta incendiar el cielo por completo. Todo se volvió rojo de repente, las esquirlas del aire, el sol y las estrellas, la lluvia y el trueno, el viento y la tormenta. Un relámpago quebró en ese instante el firmamento y con el calambre de la caída traspasó al pájaro por el plumón de la garganta. Al chocar contra el suelo, el animal dejó de arder
Royuela, Fernando: La pasión según las fieras. Madrid: Alfaguara, 2003.	Royuela, Fernando	La pasión según las fieras	2003	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		notó los pasos a su espalda. Vio algo moverse, una sombra imprecisa, enorme o pequeña, torpe o ágil, no lo recordó después con claridad. Se agachó para agarrar un cuchillo y defenderse y de repente la cabeza se le vino abajo con un dolor insoportable. Lo último que vio fue una esquirla de roca tiznada con su sangre. Le habían abierto una brecha en la calavera.
Fuentes, Eugenio: Las manos del pianista. Barcelona: Tusquets, 2003.	Fuentes, Eugenio	Las manos del pianista	2003	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Entrar en él era como entrar en la selva tropical, en un jolgorio primaveral de pájaros alegres, multicolores, bien alimentados. El silbo del jilguero y la pandereta del papagayo, el siseo del pardal y la flauta de la oropéndola, la banalidad del mirlo y el yunque del herrerillo ponían esquirlas de música en todas las habitaciones. Al llegar al salón vi que un periquito nos miraba desde lo alto de la lámpara, fuera del alcance de la anciana y despreciando la libertad que le ofrecía la ventana abierta.
Zúñiga, Juan Eduardo: «Anillo de traición». Capital de la gloria. Madrid: Alfaguara, 2004.	Zúñiga, Juan Eduardo	Capital de la gloria	2003	Primera edición	Ficción	Escrito	Libro	Relato	España		Ficción	El texto fuente corresponde a la tercera edición	Tras cuatro días de cavilaciones, entre avances y repliegues, una esquirla en el brazo izquierdo le permitió un permiso, y hecha la cura en el hospitalillo de San Carlos se fue a verla, porque sólo viéndola no le haría falta hablar; iba a comprender lo que más temía, algo que era imprescindible enfrentar.
Zúñiga, Juan Eduardo: «Ruinas, el trayecto: Guerda Taro». Capital de la gloria. Madrid: Alfaguara, 2004.	Zúñiga, Juan Eduardo	Capital de la gloria	2003	Primera edición	Ficción	Escrito	Libro	Relato	España		Ficción	El texto fuente corresponde a la tercera edición	-... dirigía la Segunda Compañía y dijo que por vez primera un negro mandaba un batallón de hombres blancos. Pero una esquirla le dejó tieso, era de noche.
Ayllón, Ricardo: «Invención de la bahía: el nuevo cuento en Chimbote». Ciberayllu. andes.missouri.edu/andes/Indice_Completo: andes.missouri.edu, 2003-12-28.	Ayllón, Ricardo	Ciberayllu	2003	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Perú	Andina	Crítica	Periodicidad: variable	hora de encontrarse con el papel en blanco, porque tal vez el mérito mayor de Peralta Vásquez es la saludable intención de contar, de dar gusto a la vocación de espaldas a los inminentes pronósticos del academicismo. Por su parte, el libro de Tamay contiene características señeras de una expresión que sabe encontrar su propio cauce en las esquirlas concedidas por el realismo mágico, para lo cual acierta en su preferencia por los pequeños poblados y la personalidad singular de los personajes que les dan vida, característica que le permite pintar muy bien la esencia de nuestra personalidad latinoamericana.
«Violencia y muerte se hacen presentes en Cochabamba». El Diario. La Paz: eldiario.net, 2003-10-15.		El Diario	2003	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Bolivia	Andina	Reportaje		El teniente Henry Jordán Mendieta (33) y el soldado Florentino Chipana Mamani (18), fueron afectados, el primero tiene heridas de esquirlas metálicas e incrustaciones en el brazo izquierdo, mientras que el segundo perdió la muñeca derecha y también tiene esquirlas en el rostro.
«Violencia y muerte se hacen presentes en Cochabamba». El Diario. La Paz: eldiario.net, 2003-10-15.		El Diario	2003	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Bolivia	Andina	Reportaje		El teniente Henry Jordán Mendieta (33) y el soldado Florentino Chipana Mamani (18), fueron afectados, el primero tiene heridas de esquirlas metálicas e incrustaciones en el brazo izquierdo, mientras que el segundo perdió la muñeca derecha y también tiene esquirlas en el rostro.
«Otro carro bomba en Arauca». El Tiempo. Bogotá: eltiempo.com, 2003-01-27.		El Tiempo	2003	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental	Noticia		Un día después, en el sitio La Y, en Fortul, una explosión similar mató a los ganaderos Sergio Ayala, Eliseo González, a otro habitante más y a Jorge Avendaño, como fue identificado inicialmente el conductor del coche bomba. En el lugar 14 personas fueron heridas al ser alcanzadas por las esquirlas.
